location_id;latitude;longitude;altitude_m;timestamp_utc;year;month;day;hour;day_of_year;solar_elevation_deg;solar_azimuth_deg;air_mass;sun_study_current_time;qa_flag;lux;ghi
Location_A;37.9853;23.759;148.0;2025-02-19T15:00:00+00:00;2025;2;19;15;50;11.91;245.68;4.7437;16.584;;4603.5;196.8
Location_A;37.9853;23.759;148.0;2025-02-28T06:00:00+00:00;2025;2;28;6;59;11.09;109.19;5.0706;7.584;;4117.9;123.3
Location_A;37.9853;23.759;148.0;2025-02-28T07:00:00+00:00;2025;2;28;7;59;21.81;119.89;2.6753;8.584;;11939.6;324.0
Location_A;37.9853;23.759;148.0;2025-02-28T08:00:00+00:00;2025;2;28;8;59;31.35;132.65;1.917;9.584;;15840.6;505.4
Location_A;37.9853;23.759;148.0;2025-02-28T09:00:00+00:00;2025;2;28;9;59;38.9;148.34;1.5899;10.584;;18724.2;642.5
Location_A;37.9853;23.759;148.0;2025-02-28T10:00:00+00:00;2025;2;28;10;59;43.41;167.19;1.4533;11.584;;20397.2;719.6
Location_A;37.9853;23.759;148.0;2025-02-28T11:00:00+00:00;2025;2;28;11;59;43.95;187.78;1.4392;12.584;;20475.0;732.4
Location_A;37.9853;23.759;148.0;2025-02-28T12:00:00+00:00;2025;2;28;12;59;40.38;207.29;1.5413;13.584;;19233.3;679.7
Location_A;37.9853;23.759;148.0;2025-02-28T13:00:00+00:00;2025;2;28;13;59;33.5;223.82;1.8077;14.584;;16766.9;572.0
Location_A;37.9853;23.759;148.0;2025-02-28T14:00:00+00:00;2025;2;28;14;59;24.39;237.26;2.4108;15.584;;13117.0;414.4
Location_A;37.9853;23.759;148.0;2025-02-28T15:00:00+00:00;2025;2;28;15;59;13.91;248.41;4.0956;16.584;;5939.6;223.5
Location_A;37.9853;23.759;148.0;2025-03-01T06:00:00+00:00;2025;3;1;6;60;11.38;108.93;4.9518;7.584;;4266.5;129.7
Location_A;37.9853;23.759;148.0;2025-03-01T07:00:00+00:00;2025;3;1;7;60;22.12;119.65;2.6405;8.584;;12054.3;331.9
Location_A;37.9853;23.759;148.0;2025-03-01T08:00:00+00:00;2025;3;1;8;60;31.69;132.44;1.899;9.584;;16047.7;514.4
Location_A;37.9853;23.759;148.0;2025-03-01T09:00:00+00:00;2025;3;1;9;60;39.26;148.19;1.5776;10.584;;18873.1;652.4
Location_A;37.9853;23.759;148.0;2025-03-01T10:00:00+00:00;2025;3;1;10;60;43.79;167.17;1.4432;11.584;;20338.3;730.3
Location_A;37.9853;23.759;148.0;2025-03-01T11:00:00+00:00;2025;3;1;11;60;44.32;187.9;1.4296;12.584;;20591.6;743.6
Location_A;37.9853;23.759;148.0;2025-03-01T12:00:00+00:00;2025;3;1;12;60;40.72;207.54;1.5308;13.584;;19502.5;690.9
Location_A;37.9853;23.759;148.0;2025-03-01T13:00:00+00:00;2025;3;1;13;60;33.79;224.12;1.794;14.584;;16720.5;578.4
Location_A;37.9853;23.759;148.0;2025-03-01T14:00:00+00:00;2025;3;1;14;60;24.64;237.58;2.3881;15.584;;13256.9;414.5
Location_A;37.9853;23.759;148.0;2025-03-01T15:00:00+00:00;2025;3;1;15;60;14.13;248.73;4.0352;16.584;;6094.6;217.9
Location_A;37.9853;23.759;148.0;2025-03-11T06:00:00+00:00;2025;3;11;6;70;14.34;106.32;3.9795;7.584;;6174.3;179.0
Location_A;37.9853;23.759;148.0;2025-03-11T07:00:00+00:00;2025;3;11;7;70;25.3;117.15;2.3302;8.584;;13380.3;387.2
Location_A;37.9853;23.759;148.0;2025-03-11T08:00:00+00:00;2025;3;11;8;70;35.15;130.23;1.7337;9.584;;17399.1;569.8
Location_A;37.9853;23.759;148.0;2025-03-11T09:00:00+00:00;2025;3;11;9;70;43.02;146.69;1.4639;10.584;;20123.5;705.3
Location_A;37.9853;23.759;148.0;2025-03-11T10:00:00+00:00;2025;3;11;10;70;47.71;167.0;1.3504;11.584;;21591.2;777.3
Location_A;37.9853;23.759;148.0;2025-03-11T11:00:00+00:00;2025;3;11;11;70;48.1;189.4;1.3422;12.584;;21798.4;783.7
Location_A;37.9853;23.759;148.0;2025-03-11T12:00:00+00:00;2025;3;11;12;70;44.08;210.27;1.4358;13.584;;20618.4;724.6
Location_A;37.9853;23.759;148.0;2025-03-11T13:00:00+00:00;2025;3;11;13;70;36.66;227.4;1.672;14.584;;17963.0;608.0
Location_A;37.9853;23.759;148.0;2025-03-11T14:00:00+00:00;2025;3;11;14;70;27.08;240.99;2.1887;15.584;;14316.1;441.0
Location_A;37.9853;23.759;148.0;2025-03-11T15:00:00+00:00;2025;3;11;15;70;16.27;252.14;3.5296;16.584;;7770.0;242.1
Location_A;37.9853;23.759;148.0;2025-03-21T05:00:00+00:00;2025;3;21;5;80;5.84;94.04;9.0542;6.584;;1834.8;46.1
Location_A;37.9853;23.759;148.0;2025-03-21T06:00:00+00:00;2025;3;21;6;80;17.43;103.67;3.3074;7.584;;8611.0;255.3
Location_A;37.9853;23.759;148.0;2025-03-21T07:00:00+00:00;2025;3;21;7;80;28.58;114.57;2.0836;8.584;;14797.7;470.2
Location_A;37.9853;23.759;148.0;2025-03-21T08:00:00+00:00;2025;3;21;8;80;38.7;127.91;1.5968;9.584;;18692.2;654.1
Location_A;37.9853;23.759;148.0;2025-03-21T09:00:00+00:00;2025;3;21;9;80;46.87;145.13;1.3688;10.584;;21344.5;789.4
Location_A;37.9853;23.759;148.0;2025-03-21T10:00:00+00:00;2025;3;21;10;80;51.72;167.0;1.2728;11.584;;22882.7;866.3
Location_A;37.9853;23.759;148.0;2025-03-21T11:00:00+00:00;2025;3;21;11;80;51.91;191.37;1.2696;12.584;;22906.8;877.4
Location_A;37.9853;23.759;148.0;2025-03-21T12:00:00+00:00;2025;3;21;12;80;47.37;213.56;1.3578;13.584;;21518.8;821.6
Location_A;37.9853;23.759;148.0;2025-03-21T13:00:00+00:00;2025;3;21;13;80;39.39;231.12;1.5732;14.584;;18868.6;703.5
Location_A;37.9853;23.759;148.0;2025-03-21T14:00:00+00:00;2025;3;21;14;80;29.39;244.71;2.0315;15.584;;15208.4;532.8
Location_A;37.9853;23.759;148.0;2025-03-21T15:00:00+00:00;2025;3;21;15;80;18.3;255.76;3.1573;16.584;;9540.4;324.7
Location_A;37.9853;23.759;148.0;2025-03-21T16:00:00+00:00;2025;3;21;16;80;6.73;265.46;7.9962;17.584;;2655.5;107.1
Location_A;37.9853;23.759;148.0;2025-03-31T05:00:00+00:00;2025;3;31;5;90;8.8;91.4;6.2889;6.584;;3180.3;77.3
Location_A;37.9853;23.759;148.0;2025-03-31T06:00:00+00:00;2025;3;31;6;90;20.49;100.98;2.8374;7.584;;11459.4;282.6
Location_A;37.9853;23.759;148.0;2025-03-31T07:00:00+00:00;2025;3;31;7;90;31.82;111.88;1.8919;8.584;;16058.6;492.1
Location_A;37.9853;23.759;148.0;2025-03-31T08:00:00+00:00;2025;3;31;8;90;42.21;125.41;1.4866;9.584;;19865.2;671.0
Location_A;37.9853;23.759;148.0;2025-03-31T09:00:00+00:00;2025;3;31;9;90;50.69;143.4;1.2913;10.584;;22445.5;802.0
Location_A;37.9853;23.759;148.0;2025-03-31T10:00:00+00:00;2025;3;31;10;90;55.71;167.07;1.2095;11.584;;24030.0;866.5
Location_A;37.9853;23.759;148.0;2025-03-31T11:00:00+00:00;2025;3;31;11;90;55.64;193.76;1.2106;12.584;;23910.1;865.5
Location_A;37.9853;23.759;148.0;2025-03-31T12:00:00+00:00;2025;3;31;12;90;50.51;217.3;1.2947;13.584;;22448.5;799.1
Location_A;37.9853;23.759;148.0;2025-03-31T13:00:00+00:00;2025;3;31;13;90;41.96;235.15;1.4937;14.584;;19840.8;675.4
Location_A;37.9853;23.759;148.0;2025-03-31T14:00:00+00:00;2025;3;31;14;90;31.55;248.6;1.9064;15.584;;15987.0;501.6
Location_A;37.9853;23.759;148.0;2025-03-31T15:00:00+00:00;2025;3;31;15;90;20.22;259.46;2.874;16.584;;11338.2;296.1
Location_A;37.9853;23.759;148.0;2025-03-31T16:00:00+00:00;2025;3;31;16;90;8.53;269.04;6.4669;17.584;;3137.8;99.9
Location_A;37.9853;23.759;148.0;2025-04-01T05:00:00+00:00;2025;4;1;5;91;9.09;91.13;6.1029;6.584;;3280.9;72.9
Location_A;37.9853;23.759;148.0;2025-04-01T06:00:00+00:00;2025;4;1;6;91;20.79;100.71;2.7988;7.584;;11551.1;271.1
Location_A;37.9853;23.759;148.0;2025-04-01T07:00:00+00:00;2025;4;1;7;91;32.14;111.6;1.8754;8.584;;16190.1;479.3
Location_A;37.9853;23.759;148.0;2025-04-01T08:00:00+00:00;2025;4;1;8;91;42.55;125.15;1.4769;9.584;;20007.9;658.2
Location_A;37.9853;23.759;148.0;2025-04-01T09:00:00+00:00;2025;4;1;9;91;51.07;143.21;1.2844;10.584;;22617.9;789.1
Location_A;37.9853;23.759;148.0;2025-04-01T10:00:00+00:00;2025;4;1;10;91;56.1;167.08;1.2039;11.584;;24050.9;857.4
Location_A;37.9853;23.759;148.0;2025-04-01T11:00:00+00:00;2025;4;1;11;91;56.0;194.02;1.2053;12.584;;23979.1;860.1
Location_A;37.9853;23.759;148.0;2025-04-01T12:00:00+00:00;2025;4;1;12;91;50.81;217.69;1.2891;13.584;;22537.4;797.3
Location_A;37.9853;23.759;148.0;2025-04-01T13:00:00+00:00;2025;4;1;13;91;42.2;235.56;1.4866;14.584;;19831.2;674.7
Location_A;37.9853;23.759;148.0;2025-04-01T14:00:00+00:00;2025;4;1;14;91;31.75;248.99;1.8954;15.584;;16038.9;502.0
Location_A;37.9853;23.759;148.0;2025-04-01T15:00:00+00:00;2025;4;1;15;91;20.4;259.83;2.8495;16.584;;11361.1;297.5
Location_A;37.9853;23.759;148.0;2025-04-01T16:00:00+00:00;2025;4;1;16;91;8.71;269.39;6.3472;17.584;;3193.1;98.8
Location_A;37.9853;23.759;148.0;2025-04-11T05:00:00+00:00;2025;4;11;5;101;11.92;88.52;4.7402;6.584;;4623.7;128.1
Location_A;37.9853;23.759;148.0;2025-04-11T06:00:00+00:00;2025;4;11;6;101;23.68;97.99;2.4777;7.584;;12789.8;343.4
Location_A;37.9853;23.759;148.0;2025-04-11T07:00:00+00:00;2025;4;11;7;101;35.17;108.79;1.7326;8.584;;17397.2;555.8
Location_A;37.9853;23.759;148.0;2025-04-11T08:00:00+00:00;2025;4;11;8;101;45.84;122.42;1.3924;9.584;;21047.2;735.2
Location_A;37.9853;23.759;148.0;2025-04-11T09:00:00+00:00;2025;4;11;9;101;54.7;141.19;1.2244;10.584;;23626.4;865.2
Location_A;37.9853;23.759;148.0;2025-04-11T10:00:00+00:00;2025;4;11;10;101;59.93;167.12;1.1548;11.584;;25074.9;932.8
Location_A;37.9853;23.759;148.0;2025-04-11T11:00:00+00:00;2025;4;11;11;101;59.53;196.79;1.1595;12.584;;24845.6;935.3
Location_A;37.9853;23.759;148.0;2025-04-11T12:00:00+00:00;2025;4;11;12;101;53.7;221.8;1.2398;13.584;;23521.6;873.1
Location_A;37.9853;23.759;148.0;2025-04-11T13:00:00+00:00;2025;4;11;13;101;44.53;239.74;1.4243;14.584;;20671.5;751.2
Location_A;37.9853;23.759;148.0;2025-04-11T14:00:00+00:00;2025;4;11;14;101;33.72;252.89;1.7975;15.584;;16871.2;579.3
Location_A;37.9853;23.759;148.0;2025-04-11T15:00:00+00:00;2025;4;11;15;101;22.18;263.46;2.6341;16.584;;12150.3;372.7
Location_A;37.9853;23.759;148.0;2025-04-11T16:00:00+00:00;2025;4;11;16;101;10.43;272.85;5.3719;17.584;;3775.8;156.5
Location_A;37.9853;23.759;148.0;2025-04-20T05:00:00+00:00;2025;4;20;5;110;14.25;86.23;4.0042;6.584;;6147.8;182.0
Location_A;37.9853;23.759;148.0;2025-04-20T06:00:00+00:00;2025;4;20;6;110;26.03;95.55;2.2695;7.584;;13740.9;398.4
Location_A;37.9853;23.759;148.0;2025-04-20T07:00:00+00:00;2025;4;20;7;110;37.63;106.19;1.635;8.584;;18225.0;601.8
Location_A;37.9853;23.759;148.0;2025-04-20T08:00:00+00:00;2025;4;20;8;110;48.52;119.76;1.3334;9.584;;21914.9;771.1
Location_A;37.9853;23.759;148.0;2025-04-20T09:00:00+00:00;2025;4;20;9;110;57.7;139.05;1.1822;10.584;;24611.8;892.1
Location_A;37.9853;23.759;148.0;2025-04-20T10:00:00+00:00;2025;4;20;10;110;63.16;167.0;1.1201;11.584;;25826.8;956.2
Location_A;37.9853;23.759;148.0;2025-04-20T11:00:00+00:00;2025;4;20;11;110;62.49;199.47;1.1268;12.584;;16529.2;957.4
Location_A;37.9853;23.759;148.0;2025-04-20T12:00:00+00:00;2025;4;20;12;110;56.07;225.62;1.2044;13.584;;23950.0;895.4
Location_A;37.9853;23.759;148.0;2025-04-20T13:00:00+00:00;2025;4;20;13;110;46.42;243.47;1.3789;14.584;;21254.3;772.9
Location_A;37.9853;23.759;148.0;2025-04-20T14:00:00+00:00;2025;4;20;14;110;35.34;256.28;1.7255;15.584;;17485.2;601.1
Location_A;37.9853;23.759;148.0;2025-04-20T15:00:00+00:00;2025;4;20;15;110;23.68;266.56;2.4776;16.584;;12764.2;394.8
Location_A;37.9853;23.759;148.0;2025-04-20T16:00:00+00:00;2025;4;20;16;110;11.92;275.76;4.7393;17.584;;4585.6;180.3
Location_A;37.9853;23.759;148.0;2025-04-30T05:00:00+00:00;2025;4;30;5;120;16.49;83.76;3.4859;6.584;;7945.6;194.2
Location_A;37.9853;23.759;148.0;2025-04-30T06:00:00+00:00;2025;4;30;6;120;28.28;92.87;2.1041;7.584;;14681.4;412.2
Location_A;37.9853;23.759;148.0;2025-04-30T07:00:00+00:00;2025;4;30;7;120;39.97;103.25;1.5545;8.584;;19063.3;617.3
Location_A;37.9853;23.759;148.0;2025-04-30T08:00:00+00:00;2025;4;30;8;120;51.08;116.62;1.2841;9.584;;22689.8;788.0
Location_A;37.9853;23.759;148.0;2025-04-30T09:00:00+00:00;2025;4;30;9;120;60.64;136.26;1.1467;10.584;;25160.2;909.9
Location_A;37.9853;23.759;148.0;2025-04-30T10:00:00+00:00;2025;4;30;10;120;66.42;166.53;1.0906;11.584;;26469.0;973.8
Location_A;37.9853;23.759;148.0;2025-04-30T11:00:00+00:00;2025;4;30;11;120;65.47;202.5;1.0986;12.584;;26129.2;974.7
Location_A;37.9853;23.759;148.0;2025-04-30T12:00:00+00:00;2025;4;30;12;120;58.42;229.8;1.1731;13.584;;24548.9;913.3
Location_A;37.9853;23.759;148.0;2025-04-30T13:00:00+00:00;2025;4;30;13;120;48.31;247.39;1.3377;14.584;;21809.8;794.8
Location_A;37.9853;23.759;148.0;2025-04-30T14:00:00+00:00;2025;4;30;14;120;36.99;259.76;1.659;15.584;;18043.9;626.9
Location_A;37.9853;23.759;148.0;2025-04-30T15:00:00+00:00;2025;4;30;15;120;25.25;269.69;2.3343;16.584;;13388.3;423.1
Location_A;37.9853;23.759;148.0;2025-04-30T16:00:00+00:00;2025;4;30;16;120;13.51;278.67;4.21;17.584;;5593.7;208.8
Location_A;37.9853;23.759;148.0;2025-05-01T04:00:00+00:00;2025;5;1;4;121;5.19;74.7;10.0013;5.584;;2227.4;29.4
Location_A;37.9853;23.759;148.0;2025-05-01T05:00:00+00:00;2025;5;1;5;121;16.69;83.52;3.4461;6.584;;8058.6;208.7
Location_A;37.9853;23.759;148.0;2025-05-01T06:00:00+00:00;2025;5;1;6;121;28.47;92.61;2.0907;7.584;;14822.5;424.1
Location_A;37.9853;23.759;148.0;2025-05-01T07:00:00+00:00;2025;5;1;7;121;40.17;102.96;1.5478;8.584;;19126.7;626.6
Location_A;37.9853;23.759;148.0;2025-05-01T08:00:00+00:00;2025;5;1;8;121;51.31;116.3;1.28;9.584;;22784.4;795.3
Location_A;37.9853;23.759;148.0;2025-05-01T09:00:00+00:00;2025;5;1;9;121;60.91;135.96;1.1437;10.584;;25239.2;916.0
Location_A;37.9853;23.759;148.0;2025-05-01T10:00:00+00:00;2025;5;1;10;121;66.72;166.45;1.0881;11.584;;26532.9;981.1
Location_A;37.9853;23.759;148.0;2025-05-01T11:00:00+00:00;2025;5;1;11;121;65.75;202.8;1.0962;12.584;;26186.0;984.0
Location_A;37.9853;23.759;148.0;2025-05-01T12:00:00+00:00;2025;5;1;12;121;58.64;230.21;1.1704;13.584;;24534.4;924.4
Location_A;37.9853;23.759;148.0;2025-05-01T13:00:00+00:00;2025;5;1;13;121;48.49;247.77;1.3341;14.584;;21874.0;802.1
Location_A;37.9853;23.759;148.0;2025-05-01T14:00:00+00:00;2025;5;1;14;121;37.15;260.08;1.653;15.584;;18064.3;631.0
Location_A;37.9853;23.759;148.0;2025-05-01T15:00:00+00:00;2025;5;1;15;121;25.4;269.98;2.3215;16.584;;13516.0;426.1
Location_A;37.9853;23.759;148.0;2025-05-01T16:00:00+00:00;2025;5;1;16;121;13.67;278.93;4.1649;17.584;;5660.7;210.5
Location_A;37.9853;23.759;148.0;2025-05-11T04:00:00+00:00;2025;5;11;4;131;7.0;72.59;7.7242;5.584;;2734.4;52.7
Location_A;37.9853;23.759;148.0;2025-05-11T05:00:00+00:00;2025;5;11;5;131;18.44;81.24;3.1346;6.584;;9709.0;240.0
Location_A;37.9853;23.759;148.0;2025-05-11T06:00:00+00:00;2025;5;11;6;131;30.2;90.09;1.9822;7.584;;15464.2;450.5
Location_A;37.9853;23.759;148.0;2025-05-11T07:00:00+00:00;2025;5;11;7;131;41.96;100.11;1.4936;8.584;;19824.6;647.0
Location_A;37.9853;23.759;148.0;2025-05-11T08:00:00+00:00;2025;5;11;8;131;53.29;113.08;1.2464;9.584;;23295.0;809.6
Location_A;37.9853;23.759;148.0;2025-05-11T09:00:00+00:00;2025;5;11;9;131;63.26;132.76;1.1191;10.584;;25797.1;924.8
Location_A;37.9853;23.759;148.0;2025-05-11T10:00:00+00:00;2025;5;11;10;131;69.48;165.4;1.0673;11.584;;26901.4;983.8
Location_A;37.9853;23.759;148.0;2025-05-11T11:00:00+00:00;2025;5;11;11;131;68.31;205.6;1.0757;12.584;;26766.8;981.8
Location_A;37.9853;23.759;148.0;2025-05-11T12:00:00+00:00;2025;5;11;12;131;60.64;234.03;1.1467;13.584;;25131.0;919.2
Location_A;37.9853;23.759;148.0;2025-05-11T13:00:00+00:00;2025;5;11;13;131;50.13;251.21;1.3017;14.584;;22432.9;799.4
Location_A;37.9853;23.759;148.0;2025-05-11T14:00:00+00:00;2025;5;11;14;131;38.63;263.07;1.5994;15.584;;18778.1;633.8
